Name	Taste	Reference	SMILES	Canonical SMILES	Sweet
Compound XXV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C(=O)Cc1ccccc1	COc1ccc(cc1O)C(=O)Cc1ccccc1	False
Compound XXVI	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C(=O)Nc1ccccc1	COc1ccc(cc1O)C(=O)Nc1ccccc1	False
Compound XXVII	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C(=O)Oc1ccccc1	COc1ccc(cc1O)C(=O)Oc1ccccc1	True
Compound XXVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C(=O)Sc1ccccc1	COc1ccc(cc1O)C(=O)Sc1ccccc1	False
Compound XXIX	Bitter	Rojas et al. (2017)	COc1ccc(cc1O)COC(=O)c1ccccc1	COc1ccc(cc1O)COC(=O)c1ccccc1	False
Compound XXXI	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CC(=O)c1ccccc1O	COc1ccc(cc1O)CC(=O)c1ccccc1O	True
Guaiacol	Tasteless	Rojas et al. (2017)	COc1ccccc1O	COc1ccccc1O	False
Compound XXXII	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCC1CCCCC1	COc1ccc(cc1O)CCC1CCCCC1	True
Compound XXXIII	Tasteless	Rojas et al. (2017)	CCCNCc1ccc(c(c1)O)OC	CCCNCc1ccc(c(c1)O)OC	False
Compound XXXIV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CNCC(C)C	COc1ccc(cc1O)CNCC(C)C	False
Compound XXXVII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CC1OC(=O)c2c1cccc2	COc1ccc(cc1O)CC1OC(=O)c2c1cccc2	False
Compound XXXVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1cccc2c1cccc2	COc1ccc(cc1O)CCc1cccc2c1cccc2	False
Compound XL	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1C	COc1ccc(cc1O)CCc1ccccc1C	True
Compound XLI	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1O	COc1ccc(cc1O)CCc1ccccc1O	True
Compound XLII	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1OC	COc1ccc(cc1O)CCc1ccccc1OC	True
Compound XLIII	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1CO	COc1ccc(cc1O)CCc1ccccc1CO	True
Compound XLIV	Bitter	Rojas et al. (2017)	COC(=O)c1ccccc1CCc1ccc(c(c1)O)OC	COC(=O)c1ccccc1CCc1ccc(c(c1)O)OC	False
Compound XLV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1C(C)C	COc1ccc(cc1O)CCc1ccccc1C(C)C	False
Compound XLVI	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1C(=O)O	COc1ccc(cc1O)CCc1ccccc1C(=O)O	False
Compound XLVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1cccc(c1)O	COc1ccc(cc1O)CCc1cccc(c1)O	False
Compound XLIX	Sweet	Rojas et al. (2017)	COc1cccc(c1)CCc1ccc(c(c1)O)OC	COc1cccc(c1)CCc1ccc(c(c1)O)OC	True
Compound L	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1cccc(c1)CO	COc1ccc(cc1O)CCc1cccc(c1)CO	False
Compound LII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1cccc(c1)C(=O)O	COc1ccc(cc1O)CCc1cccc(c1)C(=O)O	False
Compound LIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(cc1)C	COc1ccc(cc1O)CCc1ccc(cc1)C	False
Compound LIV	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(cc1)O	COc1ccc(cc1O)CCc1ccc(cc1)O	True
Compound LV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1)CCc1ccc(c(c1)O)OC	COc1ccc(cc1)CCc1ccc(c(c1)O)OC	False
Compound LVII	Tasteless	Rojas et al. (2017)	COC(=O)c1ccc(cc1)CCc1ccc(c(c1)O)OC	COC(=O)c1ccc(cc1)CCc1ccc(c(c1)O)OC	False
Compound LVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(cc1)C(=O)O	COc1ccc(cc1O)CCc1ccc(cc1)C(=O)O	False
Compound LX	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(cc1)Cl	COc1ccc(cc1O)CCc1ccc(cc1)Cl	False
Compound LXI	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(cc1)Br	COc1ccc(cc1O)CCc1ccc(cc1)Br	False
Compound LXIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(c(c1)OC)O	COc1ccc(cc1O)CCc1ccc(c(c1)OC)O	False
Compound LXIV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccc(c(c1)OC)OC	COc1ccc(cc1O)CCc1ccc(c(c1)OC)OC	False
Compound LXVII	Tasteless	Rojas et al. (2017)	CCCCCOc1ccc(cc1O)CCc1ccccc1	CCCCCOc1ccc(cc1O)CCc1ccccc1	False
Compound LXVIII	Tasteless	Rojas et al. (2017)	COc1cc(CCc2ccccc2)ccc1O	COc1cc(CCc2ccccc2)ccc1O	False
Compound LXIX	Tasteless	Rojas et al. (2017)	COc1ccc(cc1N)CCc1ccccc1	COc1ccc(cc1N)CCc1ccccc1	False
Compound LXX	Tasteless	Rojas et al. (2017)	COc1ccc(cc1OCC(=O)O)CCc1ccccc1	COc1ccc(cc1OCC(=O)O)CCc1ccccc1	False
Compound LXXI	Tasteless	Rojas et al. (2017)	NC(=O)Nc1ccc(cc1)CCc1ccccc1	NC(=O)Nc1ccc(cc1)CCc1ccccc1	False
Compound LXXII	Bitter	Rojas et al. (2017)	COC1CCC(CC1O)CCC1CCCCC1	COC1CCC(CC1O)CCC1CCCCC1	False
Compound LXXIII	Bitter	Rojas et al. (2017)	COCC(CC(CCc1ccccc1)C)O	COCC(CC(CCc1ccccc1)C)O	False
Compound LXXV	Bitter	Rojas et al. (2017)	COCC(CCCc1ccccc1)O	COCC(CCCc1ccccc1)O	False
Compound LXXVI	Bitter	Rojas et al. (2017)	COCCCC(CCc1ccccc1)CCC	COCCCC(CCc1ccccc1)CCC	False
Compound LXXVII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)c1cc2ccccc2c(=O)o1	COc1ccc(cc1O)c1cc2ccccc2c(=O)o1	False
Compound LXXIX	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1OC(=O)c2c(S1)cccc2	COc1ccc(cc1O)C1OC(=O)c2c(S1)cccc2	True
Compound LXXXI	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2	COc1ccc(cc1O)C1NC(=O)c2c(C1)cccc2	False
Compound LXXXII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1NC(=O)c2c(N1)cccc2	COc1ccc(cc1O)C1NC(=O)c2c(N1)cccc2	False
Compound LXXXIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1NC(=O)c2c(O1)cccc2	COc1ccc(cc1O)C1NC(=O)c2c(O1)cccc2	False
Compound LXXXIV	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1NC(=O)c2c(S1)cccc2	COc1ccc(cc1O)C1NC(=O)c2c(S1)cccc2	False
Compound LXXXV	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1OCc2c(C1)cccc2O	COc1ccc(cc1O)C1OCc2c(C1)cccc2O	True
Compound LXXXVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2	COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2	False
Compound LXXXIX	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	COc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	True
Compound XC	Sweet	Rojas et al. (2017)	CCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	CCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	True
Compound XCI	Sweet	Rojas et al. (2017)	CCCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	CCCOc1ccc(cc1O)C1CC(=O)c2c(O1)cccc2O	True
Compound XCII	Tasteless	Rojas et al. (2017)	COc1cc(ccc1O)C1CC(=O)c2c(O1)cccc2O	COc1cc(ccc1O)C1CC(=O)c2c(O1)cccc2O	False
Compound XCIII	Tasteless	Rojas et al. (2017)	Oc1ccc(cc1)C1CC(=O)c2c(O1)cccc2O	Oc1ccc(cc1)C1CC(=O)c2c(O1)cccc2O	False
Compound XCV	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCC(=O)c1ccccc1O	COc1ccc(cc1O)CCC(=O)c1ccccc1O	True
Compound XCVII	Bitter	Rojas et al. (2017)	CCCOc1ccc(cc1O)CCC(=O)c1ccccc1O	CCCOc1ccc(cc1O)CCC(=O)c1ccccc1O	False
Compound XCVIII	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	COc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	False
Compound CX	Tasteless	Rojas et al. (2017)	CCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	CCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	False
Compound C	Tasteless	Rojas et al. (2017)	CCCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	CCCOc1ccc(cc1O)CCC(=O)c1c(O)cccc1O	False
Compound CI	Tasteless	Rojas et al. (2017)	COc1cc(CCC(=O)c2c(O)cccc2O)ccc1O	COc1cc(CCC(=O)c2c(O)cccc2O)ccc1O	False
Compound CII	Tasteless	Rojas et al. (2017)	Oc1ccc(cc1)CCC(=O)c1c(O)cccc1O	Oc1ccc(cc1)CCC(=O)c1c(O)cccc1O	False
Dimethyl urea	Sweet	Rojas et al. (2017)	CN(C(=O)N)C	CN(C(=O)N)C	True
Urea	Bitter	Rojas et al. (2017)	NC(=O)N	NC(=O)N	False
Resorcinol	Sweet	Rojas et al. (2017)	Oc1cccc(c1)O	Oc1cccc(c1)O	True
Glycol	Sweet	Rojas et al. (2017)	OCCO	OCCO	True
1,4-Anhydro-ribitol	Sweet	Rojas et al. (2017)	OCC1OCC(C1O)O	OCC1OCC(C1O)O	True
1,4-Anhydro-mannitol	Sweet	Rojas et al. (2017)	OCC(C1OCC(C1O)O)(O)C	OCC(C1OCC(C1O)O)(O)C	True
1,5-Anhydro-mannitol	Sweet	Rojas et al. (2017)	OCC1OCC(C(C1O)O)O	OCC1OCC(C(C1O)O)O	True
Viboquercitol	Sweet	Rojas et al. (2017)	OC1CC(O)C(C(C1O)O)O	OC1CC(O)C(C(C1O)O)O	True
Allo-inositol	Sweet	Rojas et al. (2017)	OC1C(O)C(O)C(C(C1O)O)O	OC1C(O)C(O)C(C(C1O)O)O	True
Dihydroxyacetone	Sweet	Rojas et al. (2017)	OCC(=O)CO	OCC(=O)CO	True
Monohydroxyacetone	Sweet	Rojas et al. (2017)	CC(=O)CO	CC(=O)CO	True
Methyl dihydroxyacetone	Sweet	Rojas et al. (2017)	COCC(=O)CO	COCC(=O)CO	True
Stachyose	Sweet	Rojas et al. (2017)	OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	OCC1OC(C(C1O)O)(CO)OC1OC(COC2OC(COC3OC(CO)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	True
6-O-Methyl sucrose	Sweet	Rojas et al. (2017)	COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O	COCC1OC(C(C1O)O)(CO)OC1OC(CO)C(C(C1O)O)O	True
6,6'-di-O-Methyl sucrose	Sweet	Rojas et al. (2017)	COCC1OC(C(C1O)O)(CO)OC1OC(COC)C(C(C1O)O)O	COCC1OC(C(C1O)O)(CO)OC1OC(COC)C(C(C1O)O)O	True
4,6-di-O-Methyl sucrose	Sweet	Rojas et al. (2017)	COCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC)O)O	COCC1OC(OC2(CO)OC(C(C2O)O)CO)C(C(C1OC)O)O	True
1',6'-di-O-Methyl sucrose	Sweet	Rojas et al. (2017)	COCC1OC(C(C1O)O)(COC)OC1OC(CO)C(C(C1O)O)O	COCC1OC(C(C1O)O)(COC)OC1OC(CO)C(C(C1O)O)O	True
Methyl 2-deoxy-α-D-gluco-pyranoside	Sweet	Rojas et al. (2017)	COC1CC(O)C(C(O1)CO)O	COC1CC(O)C(C(O1)CO)O	True
Methyl 3-deoxy-α-D-gluco-pyranoside	Sweet	Rojas et al. (2017)	COC1OC(CO)C(CC1O)O	COC1OC(CO)C(CC1O)O	True
Methyl 4-deoxy-α-D-gluco-pyranoside	Sweet	Rojas et al. (2017)	COC1OC(CO)CC(C1O)O	COC1OC(CO)CC(C1O)O	True
Methyl 6-deoxy-α-D-gluco-pyranoside	Sweet	Rojas et al. (2017)	COC1OC(C)C(C(C1O)O)O	COC1OC(C)C(C(C1O)O)O	True
Methyl-α-D-2,6-dideoxy-gluco-pyranoside	Bitter	Rojas et al. (2017)	COC1CC(O)C(C(O1)C)O	COC1CC(O)C(C(O1)C)O	False
Methyl-α-D-3,6-dideoxy-gluco-pyranoside	Bitter	Rojas et al. (2017)	COC1OC(C)C(CC1O)O	COC1OC(C)C(CC1O)O	False
Methyl-α-D-4,6-dideoxy-gluco-pyranoside	Bitter	Rojas et al. (2017)	COC1OC(C)CC(C1O)O	COC1OC(C)CC(C1O)O	False
6-Chloro-6-deoxy-D-fructofuranose	Sweet	Rojas et al. (2017)	ClCC1OC(C(C1O)O)(O)CO	ClCC1OC(C(C1O)O)(O)CO	True
Methyl glucopyranoside	Sweet	Rojas et al. (2017)	COC1OC(CO)C(C(C1O)O)O	COC1OC(CO)C(C(C1O)O)O	True
1'-Chloro-sucrose	Sweet	Rojas et al. (2017)	OCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O	OCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O	True
1',6'-Dichloro-sucrose	Sweet	Rojas et al. (2017)	ClCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O	ClCC1OC(C(C1O)O)(CCl)OC1OC(CO)C(C(C1O)O)O	True
1,6-Di-S-1,6-dithio-D-fructofuranose	Sweet	Rojas et al. (2017)	CSCC1OC(C(C1O)O)(O)CSC	CSCC1OC(C(C1O)O)(O)CSC	True
Glutamine	Sweet	Rojas et al. (2017)	OC(=O)CCC(C(=O)N)N	OC(=O)CCC(C(=O)N)N	True
Glycine	Sweet	Rojas et al. (2017)	NCC(=O)O	NCC(=O)O	True
Histidine	Sweet	Rojas et al. (2017)	NC(C(=O)O)Cc1c[nH]cn1	NC(C(=O)O)Cc1c[nH]cn1	True
Methionine	Sweet	Rojas et al. (2017)	CSCCC(C(=O)O)N	CSCCC(C(=O)O)N	True
Serine	Sweet	Rojas et al. (2017)	OCC(C(=O)O)N	OCC(C(=O)O)N	True
Threonine	Sweet	Rojas et al. (2017)	CC(C(C(=O)O)N)O	CC(C(C(=O)O)N)O	True
L-Aspartyl-aminomalonic acid diester 1	Sweet	Rojas et al. (2017)	COC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N	COC(=O)C(C(=O)OC1CCCC1)NC(=O)C(CC(=O)O)N	True
L-Aspartyl-aminomalonic acid diester 2	Sweet	Rojas et al. (2017)	COC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N	COC(=O)C(C(=O)OC1CCCCC1)NC(=O)C(CC(=O)O)N	True
L-Aspartyl-aminomalonic acid diester 3	Sweet	Rojas et al. (2017)	COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(CC(=O)O)N	COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 1	Sweet	Rojas et al. (2017)	CC(NC(=O)C(C)(C)C)NC(=O)C(CC(=O)O)N	CC(NC(=O)C(C)(C)C)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 2	Sweet	Rojas et al. (2017)	CC(NC(=O)C(C1CC1)C1CC1)NC(=O)C(CC(=O)O)N	CC(NC(=O)C(C1CC1)C1CC1)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 5	Sweet	Rojas et al. (2017)	CC(NC(=O)c1ccccc1)NC(=O)C(CC(=O)O)N	CC(NC(=O)c1ccccc1)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 6	Sweet	Rojas et al. (2017)	CC(NC(=O)C1CCCCC1)NC(=O)C(CC(=O)O)N	CC(NC(=O)C1CCCCC1)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 7	Sweet	Rojas et al. (2017)	CC(NC(=O)C1C(C)CCCC1C)NC(=O)C(CC(=O)O)N	CC(NC(=O)C1C(C)CCCC1C)NC(=O)C(CC(=O)O)N	True
N-(L-aspartyl)-1,1-diaminoalkane 8	Sweet	Rojas et al. (2017)	CC(NC(=O)C1CC2CC1CC2)NC(=O)C(CC(=O)O)N	CC(NC(=O)C1CC2CC1CC2)NC(=O)C(CC(=O)O)N	True
Super aspartame	Sweet	Rojas et al. (2017)	COC(=O)C(NC(=O)C(NC(=O)Nc1ccc(cc1)C#N)CC(=O)O)Cc1ccccc1	COC(=O)C(NC(=O)C(NC(=O)Nc1ccc(cc1)C#N)CC(=O)O)Cc1ccccc1	True
Sucrononic acid	Sweet	Rojas et al. (2017)	N#Cc1ccc(cc1)N=C(NC1CCCCCCCC1)NCC(=O)O	N#Cc1ccc(cc1)N=C(NC1CCCCCCCC1)NCC(=O)O	True
Aspartic acid fenchyl ester	Sweet	Rojas et al. (2017)	COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(C(=O)O)N	COC(=O)C(C(=O)OC1C2(C)CCC(C1(C)C)C2)NC(=O)C(C(=O)O)N	True
Glycine analog of cyanosuosan	Sweet	Rojas et al. (2017)	N#Cc1ccc(cc1)NC(=O)NCC(=O)O	N#Cc1ccc(cc1)NC(=O)NCC(=O)O	True
Glycine analog of suosan	Sweet	Rojas et al. (2017)	O=C(Nc1ccc(cc1)N(=O)=O)NCC(=O)O	O=C(Nc1ccc(cc1)N(=O)=O)NCC(=O)O	True
(R)-3-amino-3-phenylpropionic acid analog of N-(4-cyanophenyl)-N' carboxyethyl urea	Tasteless	Rojas et al. (2017)	O=C(Nc1ccc(cc1)N(=O)=O)NC(c1ccccc1)CC(=O)O	O=C(Nc1ccc(cc1)N(=O)=O)NC(c1ccccc1)CC(=O)O	False
Nitroaniline (2-amino-4-nitrobenzene)	Sweet	Rojas et al. (2017)	Nc1cccc(c1)N(=O)=O	Nc1cccc(c1)N(=O)=O	True
Methoxy-nitroaniline	Sweet	Rojas et al. (2017)	COc1ccc(cc1N)N(=O)=O	COc1ccc(cc1N)N(=O)=O	True
Ethoxy-nitroaniline	Sweet	Rojas et al. (2017)	CCOc1ccc(cc1N)N(=O)=O	CCOc1ccc(cc1N)N(=O)=O	True
Butoxy-nitroaniline	Sweet	Rojas et al. (2017)	CCCCOc1ccc(cc1N)N(=O)=O	CCCCOc1ccc(cc1N)N(=O)=O	True
Fluoro-nitroaniline	Sweet	Rojas et al. (2017)	O=N(=O)c1ccc(c(c1)N)F	O=N(=O)c1ccc(c(c1)N)F	True
Bromo-nitroaniline	Sweet	Rojas et al. (2017)	O=N(=O)c1ccc(c(c1)N)Br	O=N(=O)c1ccc(c(c1)N)Br	True
Iodo-nitroaniline	Sweet	Rojas et al. (2017)	O=N(=O)c1ccc(c(c1)N)I	O=N(=O)c1ccc(c(c1)N)I	True
Methyl-nitroaniline	Sweet	Rojas et al. (2017)	O=N(=O)c1ccc(c(c1)N)C	O=N(=O)c1ccc(c(c1)N)C	True
Allyl oxy-nitroaniline	Sweet	Rojas et al. (2017)	C=COc1ccc(cc1N)N(=O)=O	C=COc1ccc(cc1N)N(=O)=O	True
iso Propoxy-nitroaniline	Sweet	Rojas et al. (2017)	CC(Oc1ccc(cc1N)N(=O)=O)C	CC(Oc1ccc(cc1N)N(=O)=O)C	True
Hydroxy-nitroaniline	Sweet	Rojas et al. (2017)	O=N(=O)c1ccc(c(c1)N)O	O=N(=O)c1ccc(c(c1)N)O	True
Saccharine derivative 1	Bitter	Rojas et al. (2017)	O=C1NS(=O)(=O)c2c1cccc2N(=O)=O	O=C1NS(=O)(=O)c2c1cccc2N(=O)=O	False
Saccharine derivative 2	Bitter	Rojas et al. (2017)	O=C1NS(=O)(=O)c2c1ccc(c2)N(=O)=O	O=C1NS(=O)(=O)c2c1ccc(c2)N(=O)=O	False
Saccharine derivative 4	Bitter	Rojas et al. (2017)	O=C1NS(=O)(=O)c2c1c(ccc2)N(=O)=O	O=C1NS(=O)(=O)c2c1c(ccc2)N(=O)=O	False
Saccharine derivative 5	Sweet	Rojas et al. (2017)	O=C1NS(=O)(=O)c2c1cccc2N	O=C1NS(=O)(=O)c2c1cccc2N	True
Saccharine derivative 7	Tasteless	Rojas et al. (2017)	O=C1c2ccccc2S(=O)(=O)N1C	O=C1c2ccccc2S(=O)(=O)N1C	False
Saccharine derivative 9	Tasteless	Rojas et al. (2017)	O=N(=O)c1ccc2c(c1)S(=O)(=O)N(C2=O)C	O=N(=O)c1ccc2c(c1)S(=O)(=O)N(C2=O)C	False
Saccharine derivative 10	Tasteless	Rojas et al. (2017)	CCN1C(=O)c2c(S1(=O)=O)c(ccc2)N(=O)=O	CCN1C(=O)c2c(S1(=O)=O)c(ccc2)N(=O)=O	False
Saccharine derivative 11	Tasteless	Rojas et al. (2017)	CCN1C(=O)c2c(S1(=O)=O)cc(cc2)N(=O)=O	CCN1C(=O)c2c(S1(=O)=O)cc(cc2)N(=O)=O	False
Saccharine derivative 12	Tasteless	Rojas et al. (2017)	CCN1C(=O)c2c(S1(=O)=O)ccc(c2)N(=O)=O	CCN1C(=O)c2c(S1(=O)=O)ccc(c2)N(=O)=O	False
Saccharine derivative 14	Bitter	Rojas et al. (2017)	Ic1ccc2c(c1)S(=O)(=O)NC2=O	Ic1ccc2c(c1)S(=O)(=O)NC2=O	False
Saccharine derivative 15	Sweet	Rojas et al. (2017)	Nc1ccc2c(c1)S(=O)(=O)NC2=O	Nc1ccc2c(c1)S(=O)(=O)NC2=O	True
Saccharine derivative 17	Tasteless	Rojas et al. (2017)	COc1ccc2c(c1)S(=O)(=O)NC2=O	COc1ccc2c(c1)S(=O)(=O)NC2=O	False
Saccharine derivative 18	Tasteless	Rojas et al. (2017)	CCOc1ccc2c(c1)S(=O)(=O)NC2=O	CCOc1ccc2c(c1)S(=O)(=O)NC2=O	False
Saccharine derivative 20	Bitter	Rojas et al. (2017)	Clc1ccc2c(c1)C(=O)NS2(=O)=O	Clc1ccc2c(c1)C(=O)NS2(=O)=O	False
Saccharine derivative 22	Bitter	Rojas et al. (2017)	COc1ccc2c(c1)C(=O)NS2(=O)=O	COc1ccc2c(c1)C(=O)NS2(=O)=O	False
Saccharine derivative 25	Sweet	Rojas et al. (2017)	O=C1NS(=O)(=O)c2c1c(N)ccc2	O=C1NS(=O)(=O)c2c1c(N)ccc2	True
Saccharine derivative 27	Bitter	Rojas et al. (2017)	COc1cccc2c1S(=O)(=O)NC2=O	COc1cccc2c1S(=O)(=O)NC2=O	False
DL-4-(2-Chloro-2-propyl)-1-carboxaldehyde	Tasteless	Rojas et al. (2017)	ON=CC1=CCC(CC1)C(Cl)(C)C	ON=CC1=CCC(CC1)C(Cl)(C)C	False
Furfuraldehyde oxime	Sweet	Rojas et al. (2017)	ON=Cc1ccco1	ON=Cc1ccco1	True
5-Benzyl-2-Furfuraldehyde oxime	Sweet	Rojas et al. (2017)	ON=Cc1ccc(o1)Cc1ccccc1	ON=Cc1ccc(o1)Cc1ccccc1	True
1-Cycloheptene-1-carboxaldehyde oxime	Bitter	Rojas et al. (2017)	ON=CC1=CCCCCC1	ON=CC1=CCCCCC1	False
anti-Cyclohexane carboxaldehyde	Bitter	Rojas et al. (2017)	ON=CC1CCCCC1	ON=CC1CCCCC1	False
Dihydroquercetin 3-acetate	Sweet	Rojas et al. (2017)	CC(=O)OC1C(Oc2c(C1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O	CC(=O)OC1C(Oc2c(C1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O	True
Hesperitin	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O	COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)O	True
Neoastilbin	Sweet	Rojas et al. (2017)	Oc1cc(O)c2c(c1)OC(C(C2=O)OC1OC(C)C(C(C1O)O)O)c1ccc(c(c1)O)O	Oc1cc(O)c2c(c1)OC(C(C2=O)OC1OC(C)C(C(C1O)O)O)c1ccc(c(c1)O)O	True
ortho-Tolylurea	Tasteless	Rojas et al. (2017)	NC(=O)Nc1ccccc1C	NC(=O)Nc1ccccc1C	False
para-Tolylurea	Sweet	Rojas et al. (2017)	NC(=O)Nc1ccc(cc1)C	NC(=O)Nc1ccc(cc1)C	True
4-Propoxyphenyl urea	Sweet	Rojas et al. (2017)	CCCOc1ccc(cc1)NC(=O)N	CCCOc1ccc(cc1)NC(=O)N	True
Suosan derivative 2	Tasteless	Rojas et al. (2017)	CCCNC(=O)Nc1ccc(cc1)N(=O)=O	CCCNC(=O)Nc1ccc(cc1)N(=O)=O	False
Suosan derivative 3	Tasteless	Rojas et al. (2017)	NC(=O)Nc1ccc(cc1)N(=O)=O	NC(=O)Nc1ccc(cc1)N(=O)=O	False
Suosan derivative 8	Tasteless	Rojas et al. (2017)	O=C(Nc1ccc(cc1)N(=O)=O)NC=CC(=O)O	O=C(Nc1ccc(cc1)N(=O)=O)NC=CC(=O)O	False
Suosan derivative 9	Tasteless	Rojas et al. (2017)	OC(=O)CCOC(=O)Nc1ccc(cc1)N(=O)=O	OC(=O)CCOC(=O)Nc1ccc(cc1)N(=O)=O	False
Suosan derivative 10	Tasteless	Rojas et al. (2017)	OC(=O)CCCNC(=O)c1ccc(cc1)N(=O)=O	OC(=O)CCCNC(=O)c1ccc(cc1)N(=O)=O	False
Suosan derivative 11	Sweet	Rojas et al. (2017)	OC(=O)CCNC(=S)Nc1ccc(cc1)N(=O)=O	OC(=O)CCNC(=S)Nc1ccc(cc1)N(=O)=O	True
Suosan derivative 12	Bitter	Rojas et al. (2017)	O=C(Cc1ccc(cc1)N(=O)=O)NCCC(=O)O	O=C(Cc1ccc(cc1)N(=O)=O)NCCC(=O)O	False
Suosan derivative 15	Tasteless	Rojas et al. (2017)	OC(=O)CCNNC(=O)c1ccc(cc1)N(=O)=O	OC(=O)CCNNC(=O)c1ccc(cc1)N(=O)=O	False
Suosan derivative 16	Sweet	Rojas et al. (2017)	N#Cc1ccc(cc1)NC(=O)NCCC(=O)O	N#Cc1ccc(cc1)NC(=O)NCCC(=O)O	True
Suosan derivative 17	Tasteless	Rojas et al. (2017)	O=C(Nc1ccccc1)NCCC(=O)O	O=C(Nc1ccccc1)NCCC(=O)O	False
Suosan derivative 18	Tasteless	Rojas et al. (2017)	OC(=O)CCNC(=O)N	OC(=O)CCNC(=O)N	False
