name	orig_taste	reference	smiles	can-smiles	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
Quinine	Bitter	Rojas et al. (2017)	C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O	C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O	False	2142	1.0190000000000001	8.907	1.0	0.0072993	-3.218	0.0	0.0	46.79	3.0	96.696	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	4.0	4.0	18.0	0.0	18.0	7.0	24.0	35.004	10.344000000000001	15.687000000000001	8.746	3.43	-3.264	-5.287000000000001	595.7230000000001	0.096	312.665	-3.5380000000000003	0.244	2.7769999999999997	572.285	290.02	65.143	217.122	0.0	1056.846	1.0	5.45	0.0095232	0.8767865	325.4247	1.1731	4	46.79	49.167	92.5946	42.26	2	4	5	24	1
Divinyl glycol	Bitter	Rojas et al. (2017)	C=COCCOC=C	C=COCCOC=C	False	1825	-1.179	9.545	1.0	4e-07	0.08	0.0	0.0	18.46	3.0	100.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	13.614	3.733	5.031000000000001	3.7889999999999997	1.213	-0.794	-4.378	5634.840999999999	0.027000000000000003	3206.005	-1.1340000000000001	-0.912	0.013999999999999999	378.431	244.12400000000002	25.838	108.47	0.0	548.284	0.0	3.4	0.0	0.856082	114.1424	0.08800000000000001	5	18.46	20.0	31.4404	12.674000000000001	0	0	0	8	0
Theobromine	Bitter	Rojas et al. (2017)	Cn1cnc2c1c(=O)[nH]c(=O)n2C	Cn1cnc2c1c(=O)[nH]c(=O)n2C	False	1156	0.544	9.054	-1.0	0.0497208	-1.594	0.0	0.0	72.68	3.0	75.421	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	9.0	0.0	13.0	17.259	5.422999999999999	10.101	8.279	-0.02	-1.389	-2.8160000000000003	518.641	-0.46	243.30700000000002	-3.803	-0.635	5.329	354.952	161.418	135.08700000000002	58.446999999999996	0.0	571.089	1.0	5.0	0.0140864	0.9378453999999999	180.16400000000002	0.1701	0	72.68	36.168	45.5072	19.956	2	2	0	13	0
Picrocrocin	Bitter	Rojas et al. (2017)	OCC1OC(OC2CC(=C(C(C2)(C)C)C=O)C)C(C(C1O)O)O	OCC1OC(OC2CC(=C(C(C2)(C)C)C=O)C)C(C(C1O)O)O	False	2769	0.223	9.84	-2.0	0.046963599999999994	-1.555	0.0	0.0	116.45	2.0	58.461999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	6.0	7.0	12.0	0.0	12.0	9.0	23.0	31.096999999999998	10.484000000000002	23.041	18.747	-0.611	-2.325	-4.124	91.348	-1.943	37.238	-4.696000000000001	-0.88	7.05	597.482	379.904	214.61599999999999	2.9619999999999997	0.0	1058.463	4.0	12.2	0.040838099999999995	0.8406678	330.3734	-0.1748	4	116.45	63.082	81.1841	32.302	0	2	6	23	0
Glycerol	Sweet	Rojas et al. (2017)	OCC(CO)O	OCC(CO)O	True	922	-2.516	10.936	-1.0	0.0313372	-0.39899999999999997	0.0	0.0	60.69	2.0	65.61399999999999	0.0	0.0	7.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	6.0	6.006	3.5780000000000003	8.711	9.722000000000001	-1.19	0.081	-2.43	354.533	-0.878	161.281	-3.85	-0.982	3.469	270.539	118.03	152.509	0.0	0.0	384.074	3.0	5.1	0.032651299999999994	0.9445209000000001	92.0938	-1.4081	2	60.69	22.333000000000002	20.5161	8.19	0	0	0	6	0
Saccharin derivative 2	Sweet	Rojas et al. (2017)	Clc1ccc2c(c1)S(=O)(=O)NC2=O	Clc1ccc2c(c1)S(=O)(=O)NC2=O	True	2284	1.4169999999999998	10.211	-1.0	0.009614399999999999	-2.208	0.0	0.0	59.59	3.0	68.28699999999999	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	9.0	1.0	13.0	18.323	6.515	10.547	9.054	0.022000000000000002	-1.53	-3.572	200.82299999999998	-0.6970000000000001	220.176	-4.388999999999999	-0.627	2.3680000000000003	371.30300000000005	0.0	178.53900000000002	119.38	73.383	583.132	1.0	5.0	0.0134661	0.909107	216.6216	1.6388	0	59.59	38.696	43.4013	21.616999999999997	1	2	0	13	-1
Saccharin derivative 3	Tasteless	Rojas et al. (2017)	BrCCN1C(=O)c2c(S1(=O)=O)cccc2	BrCCN1C(=O)c2c(S1(=O)=O)cccc2	False	608	1.3419999999999999	10.725	0.0	0.059146800000000006	-3.39	0.0	0.0	62.83	3.0	84.65799999999999	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	9.0	0.0	9.0	1.0	15.0	22.926	7.489	11.104000000000001	7.256	1.199	-1.9380000000000002	-4.202	679.367	-0.409	887.56	-3.002	-0.7170000000000001	6.521	438.954	69.944	122.72399999999999	166.81799999999998	79.468	718.922	0.0	5.0	0.0	0.8841659	290.1337	1.3751	2	62.83	42.668	59.12	26.33	1	2	0	15	0
3-nitro-o-toluidine	Tasteless	Rojas et al. (2017)	O=N(=O)c1cccc(c1C)N	O=N(=O)c1cccc(c1C)N	False	2452	0.537	8.708	-1.0	0.112321	-1.8219999999999998	0.0	0.0	69.16	3.0	78.78399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	4.0	6.0	0.0	6.0	0.0	11.0	15.193	5.695	9.425	6.124	0.762	-1.5530000000000002	-3.1830000000000003	443.73699999999997	-0.638	205.558	-3.486	-0.41600000000000004	7.746	339.897	66.264	142.231	131.40200000000002	0.0	534.141	1.5	2.0	0.0072066000000000005	0.936675	152.1506	1.464	1	69.16	33.001	43.1243	18.43	1	1	0	11	0
3-nitro-p-toluidine	Tasteless	Rojas et al. (2017)	Nc1ccc(c(c1)N(=O)=O)C	Nc1ccc(c(c1)N(=O)=O)C	False	2437	0.527	8.684	-1.0	0.10308310000000001	-1.8219999999999998	0.0	0.0	69.16	3.0	79.796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	4.0	6.0	0.0	6.0	0.0	11.0	15.383	5.553	9.367	6.1579999999999995	1.286	-1.715	-3.4819999999999998	340.6	-0.7859999999999999	154.441	-3.748	-0.405	7.471	351.159	76.46	154.345	120.353	0.0	541.534	1.5	2.0	0.006975399999999999	0.9149814000000001	152.1506	1.464	1	69.16	33.001	43.1243	18.43	1	1	0	11	0
2-amino-4-nitro-propoxybenzene	Sweet	Rojas et al. (2017)	CCCOc1ccc(cc1N)N(=O)=O	CCCOc1ccc(cc1N)N(=O)=O	True	773	0.899	8.519	-2.0	0.1112433	-2.436	0.0	0.0	78.39	3.0	80.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	5.0	6.0	0.0	6.0	0.0	14.0	19.389	6.694	11.077	6.369	1.4169999999999998	-2.399	-4.188	331.096	-1.1159999999999999	149.78799999999998	-3.525	-0.262	8.777000000000001	436.20300000000003	171.93200000000002	155.641	108.62899999999999	0.0	692.559	1.5	2.75	0.0077213	0.867857	196.2032	1.8339	4	78.39	39.501	53.8185	22.737	1	1	0	14	0
2-nitro-4-amino-propoxybenzene	Tasteless	Rojas et al. (2017)	CCCOc1ccc(cc1N(=O)=O)N	CCCOc1ccc(cc1N(=O)=O)N	False	2171	0.79	8.488	-2.0	0.1050627	-2.436	0.0	0.0	78.39	3.0	81.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	5.0	6.0	0.0	6.0	0.0	14.0	19.442999999999998	6.745	11.015	6.379	1.4480000000000002	-2.358	-4.138999999999999	356.215	-1.071	162.108	-3.444	-0.26	8.53	433.848	167.33900000000003	152.292	114.21600000000001	0.0	692.563	1.5	2.75	0.0077632000000000005	0.8725698000000001	196.2032	1.8339	4	78.39	39.501	53.8185	22.737	1	1	0	14	0
2,4-dinitro-propoxybenzene	Bitter	Rojas et al. (2017)	CCCOc1ccc(cc1N(=O)=O)N(=O)=O	CCCOc1ccc(cc1N(=O)=O)N(=O)=O	False	2834	1.788	10.83	-2.0	0.0995732	-2.96	0.0	0.0	95.51	3.0	75.74600000000001	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	7.0	6.0	0.0	6.0	0.0	16.0	21.055999999999997	6.959	9.462	4.39	1.574	-2.614	-4.221	162.821	-1.42	69.551	-4.151	-0.193	8.561	456.52	167.387	188.146	100.98700000000001	0.0	736.023	0.0	2.75	0.0	0.8635744000000001	226.1861	2.4749	5	95.51	51.501000000000005	56.4428	22.932	1	1	0	16	0
Dulcin (p-ethoxyphenylurea)	Sweet	Rojas et al. (2017)	CCOc1ccc(cc1)NC(=O)N	CCOc1ccc(cc1)NC(=O)N	True	887	-0.242	8.413	-1.0	0.0398212	-1.3730000000000002	0.0	0.0	64.35	3.0	74.149	0.0	33.717	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	4.0	6.0	0.0	6.0	0.0	13.0	19.697	6.757999999999999	12.39	11.603	0.48700000000000004	-1.423	-3.102	300.688	-0.797	263.23900000000003	-3.125	-0.7240000000000001	5.118	424.036	140.626	131.751	151.659	0.0	657.8969999999999	3.0	2.75	0.011232899999999999	0.8627161	180.2038	1.5138	3	64.35	33.501	50.931000000000004	22.628	1	1	0	13	0
4-Ethoxyphenylthiourea	Bitter	Rojas et al. (2017)	CCOc1ccc(cc1)NC(=S)N	CCOc1ccc(cc1)NC(=S)N	False	1720	0.47100000000000003	8.455	-1.0	0.0701316	-2.1790000000000003	0.0	0.0	79.37	3.0	93.889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	3.0	6.0	0.0	6.0	0.0	13.0	20.878	7.197	13.582	9.288	1.693	-2.609	-4.41	1536.0639999999999	-0.21600000000000003	1812.111	-2.296	-0.373	6.952000000000001	436.39599999999996	140.613	85.36200000000001	144.274	66.146	689.166	3.0	3.25	0.012899200000000001	0.8646363000000001	196.2694	2.4129	4	79.37	30.168000000000003	58.9219	25.788	1	1	0	13	0
o-ethoxyphenylurea	Tasteless	Rojas et al. (2017)	CCOc1ccccc1NC(=O)N	CCOc1ccccc1NC(=O)N	False	2718	-0.244	8.497	-1.0	0.0709468	-1.3730000000000002	0.0	0.0	64.35	2.0	74.831	0.0	33.923	0.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	4.0	6.0	0.0	6.0	0.0	13.0	19.701	6.77	12.812999999999999	11.600999999999999	0.512	-1.089	-3.05	322.07599999999996	-0.758	284.697	-3.0589999999999997	-0.723	6.831	422.13	140.584	128.431	153.115	0.0	657.638	3.0	2.75	0.0112836	0.8663835999999999	180.2038	1.5138	3	64.35	33.501	50.931000000000004	22.628	1	1	0	13	0
Dihydroquercetin 3-acetate 4'-(methylether) (3)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1Oc2cc(O)cc(c2C(=O)C1OC(=O)C)O	COc1ccc(cc1O)C1Oc2cc(O)cc(c2C(=O)C1OC(=O)C)O	True	509	0.466	8.981	-2.0	0.02423	-4.6610000000000005	0.0	0.0	122.52	3.0	70.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	6.0	8.0	16.0	0.0	16.0	2.0	26.0	34.596	11.290999999999999	18.500999999999998	12.384	1.66	-4.077	-5.114	75.165	-1.8940000000000001	30.162	-4.529	-0.018000000000000002	5.058	603.135	200.59	223.546	178.99900000000002	0.0	1055.758	2.0	6.75	0.015827200000000003	0.8313688	360.3148	2.0082	4	122.52	74.169	87.3823	40.852	2	3	2	26	0
Flavan (4)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CCc2c(O1)cccc2	COc1ccc(cc1O)C1CCc2c(O1)cccc2	True	2707	-0.133	8.818999999999999	0.0	0.0089016	-4.246	0.0	0.0	38.69	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0	16.0	0.0	16.0	3.0	19.0	29.894000000000002	8.755	12.207	6.4270000000000005	3.693	-4.513999999999999	-5.199	2983.285	-0.06	1612.274	-1.38	0.455	2.779	515.352	187.762	54.961999999999996	272.629	0.0	867.7810000000001	1.0	2.25	0.0043659	0.8537566999999999	256.2964	3.6729	2	38.69	41.668	72.8715	35.099000000000004	2	3	1	19	0
1,3-benzodioxane (6)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1OCc2c(O1)cccc2	COc1ccc(cc1O)C1OCc2c(O1)cccc2	True	942	-0.055	8.839	0.0	0.0146937	-3.7239999999999998	0.0	0.0	47.92	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	4.0	16.0	0.0	16.0	2.0	19.0	28.761999999999997	8.548	12.83	8.183	2.83	-3.7260000000000004	-5.271	2982.554	-0.059000000000000004	1611.8470000000002	-1.3219999999999998	0.057999999999999996	3.5039999999999996	502.25	158.02	54.973	289.257	0.0	835.535	1.0	3.95	0.0078646	0.8541905000000001	258.2693	2.9356	2	47.92	43.668	69.6268	33.900999999999996	2	3	1	19	0
1,4-benzodioxane (7)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1COc2c(O1)cccc2	COc1ccc(cc1O)C1COc2c(O1)cccc2	True	2751	0.006	8.935	0.0	0.0016828	-4.075	0.0	0.0	47.92	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	4.0	16.0	0.0	16.0	2.0	19.0	28.47	8.517000000000001	12.062000000000001	7.1979999999999995	3.1839999999999997	-3.87	-5.064	2983.7709999999997	-0.046	1612.558	-1.3359999999999999	0.217	1.181	493.01199999999994	152.87	54.955	285.187	0.0	829.205	1.0	3.0	0.006085	0.8657954	258.2693	2.9442	2	47.92	43.668	69.4555	33.900999999999996	2	3	1	19	0
Bibenzyl derivative (8)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)CCc1ccccc1	COc1ccc(cc1O)CCc1ccccc1	True	2464	-0.174	8.734	0.0	0.0036494999999999995	-3.9	0.0	0.0	29.46	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	2.0	12.0	0.0	12.0	0.0	17.0	27.005	8.61	10.645	5.159	3.9339999999999997	-4.0760000000000005	-5.3389999999999995	2983.507	-0.243	1612.404	-1.01	0.382	1.749	504.624	153.744	54.958999999999996	295.921	0.0	838.171	1.0	1.5	0.0029725000000000003	0.8519591999999999	228.2863	3.977	4	29.46	37.168	68.5535	33.400999999999996	2	2	0	17	0
1,4-benzodioxin (9)	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1=COc2c(O1)cccc2	COc1ccc(cc1O)C1=COc2c(O1)cccc2	False	675	0.374	8.29	0.0	0.0018873000000000002	-4.348	0.0	0.0	47.92	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	4.0	16.0	0.0	16.0	0.0	19.0	28.33	8.735	11.833	7.042000000000001	3.327	-3.897	-5.28	2986.173	-0.043	1613.961	-1.151	0.264	1.239	485.548	93.289	54.918	337.342	0.0	813.265	1.0	2.5	0.0051488	0.8678030999999999	256.2534	2.483	2	47.92	44.501999999999995	70.2334	33.709	2	3	0	19	0
3-(3Hydroxy-4-methoxyphenyl)-1,5-dihydro-2,4-benzodioxepine (12)	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1OCc2c(CO1)cccc2	COc1ccc(cc1O)C1OCc2c(CO1)cccc2	False	1866	-0.031	8.73	0.0	0.0178985	-3.343	0.0	0.0	47.92	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	4.0	17.0	0.0	12.0	3.0	20.0	30.421	8.902999999999999	13.963	9.017999999999999	2.717	-3.678	-5.072	2982.364	-0.052000000000000005	1611.736	-1.392	0.009000000000000001	3.9730000000000003	516.743	192.483	54.976000000000006	269.284	0.0	881.74	1.0	4.9	0.0094825	0.8605666	272.2958	2.7560000000000002	2	47.92	45.168	74.7307	35.736	2	3	0	20	0
2-(3-hydroxy-4-methoxyphenyl)-1,3-benzodioxole (13)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1Oc2c(O1)cccc2	COc1ccc(cc1O)C1Oc2c(O1)cccc2	True	928	-0.025	8.914	0.0	0.0031766999999999997	-3.798	0.0	0.0	47.92	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	4.0	15.0	0.0	15.0	1.0	18.0	25.593000000000004	8.022	11.151	7.007999999999999	2.7319999999999998	-3.011	-4.352	2983.2009999999996	-0.003	1612.225	-1.3730000000000002	0.045	1.554	444.164	114.65299999999999	54.963	274.548	0.0	759.855	1.0	3.0	0.0067543	0.9066546999999998	244.2427	3.1152	2	47.92	42.168	64.5229	32.066	2	3	0	18	0
Compound 23	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)c1cc2cccc(c2c(=O)o1)O	COc1ccc(cc1O)c1cc2cccc(c2c(=O)o1)O	False	742	0.9390000000000001	8.663	-2.0	0.027267000000000003	-4.447	0.0	0.0	79.9	3.0	86.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	5.0	16.0	0.0	16.0	0.0	21.0	29.555	9.522	13.607000000000001	8.372	2.441	-3.944	-5.239	329.526	-1.053	149.02100000000002	-3.1489999999999996	0.158	4.887	520.289	93.30799999999999	155.859	271.122	0.0	875.72	1.0	3.75	0.0072075	0.8508058000000001	284.2635	2.9787	2	79.9	55.336000000000006	74.7078	36.899	3	3	0	21	0
Compound 24	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)c1cc(=O)c2c(o1)cccc2O	COc1ccc(cc1O)c1cc(=O)c2c(o1)cccc2O	False	130	0.84	8.911	-1.0	0.0356415	-4.447	0.0	0.0	79.9	3.0	87.56299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	5.0	16.0	0.0	16.0	0.0	21.0	29.551	9.513	13.709000000000001	8.344	2.4819999999999998	-3.89	-5.18	375.624	-0.983	171.676	-3.028	0.157	5.584	517.24	93.307	149.863	274.07099999999997	0.0	874.9169999999999	1.0	3.75	0.00725	0.8552978999999999	284.2635	3.3168	2	79.9	55.336000000000006	72.7779	36.899	3	3	0	21	0
2-(3-Hydroxy-4-methoxyphenyl)-4-H-1,3-benzodithiine (10a)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1SCc2c(S1)cccc2	COc1ccc(cc1O)C1SCc2c(S1)cccc2	True	1494	0.638	8.804	1.0	0.0115234	-4.915	0.0	0.0	80.06	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	2.0	16.0	0.0	16.0	2.0	19.0	30.798000000000002	9.379	13.002	6.629	3.989	-4.888999999999999	-5.122999999999999	2983.052	0.1	3646.612	-1.4269999999999998	0.48	3.2089999999999996	525.038	146.024	54.966	259.337	64.711	893.548	1.0	2.5	0.0047616	0.8545144	290.4005	4.2385	2	80.06	40.334	82.2445	38.626999999999995	2	3	1	19	0
2-(3-Hydroxy-4-methoxyphenyl)-4H-1,3-benzoxathiine (10c)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1SCc2c(O1)cccc2	COc1ccc(cc1O)C1SCc2c(O1)cccc2	True	95	0.268	8.845	1.0	0.0118593	-4.493	0.0	0.0	63.99	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0	16.0	0.0	16.0	2.0	19.0	29.913	9.038	12.718	6.939	3.63	-4.513999999999999	-5.195	2983.184	0.036000000000000004	2622.929	-1.3769999999999998	0.364	3.208	515.148	148.049	54.964	273.551	38.584	868.0269999999999	1.0	2.75	0.005338300000000001	0.8542576999999999	274.3349	3.6803	2	63.99	42.001000000000005	75.8012	36.264	2	3	1	19	0
2-(3-Hydroxy-4-methoxyphenyl)-4H-1,3-benzodithiole (10d)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1Sc2c(S1)cccc2	COc1ccc(cc1O)C1Sc2c(S1)cccc2	True	2375	0.607	8.712	1.0	0.0062573	-4.633	0.0	0.0	80.06	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	15.0	0.0	15.0	1.0	18.0	29.134	9.072000000000001	12.392000000000001	6.689	3.7430000000000003	-4.598	-5.1979999999999995	2983.228	0.115	3945.788	-1.375	0.35600000000000004	2.3040000000000003	507.41	107.41	54.963	274.08	70.957	848.439	1.0	2.5	0.004927	0.8541863000000001	276.3739	4.2316	2	80.06	38.834	77.4095	36.792	2	3	0	18	0
7,8-Dimethyl-3-(3-hydroxy-4-methoxyphenyl)-1,5-dihydro-2,4-benzodithiepine (10f)	Tasteless	Rojas et al. (2017)	COc1ccc(cc1O)C1SCc2c(CS1)cccc2	COc1ccc(cc1O)C1SCc2c(CS1)cccc2	False	670	0.502	8.812999999999999	1.0	0.016494099999999998	-4.899	0.0	0.0	80.06	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	2.0	17.0	0.0	12.0	3.0	20.0	32.659	9.8	13.716	6.635	4.282	-5.222	-5.099	2983.264	0.09699999999999999	3589.6690000000003	-1.4469999999999998	0.612	3.9410000000000003	543.775	171.769	54.961999999999996	253.58700000000002	63.457	941.42	1.0	2.5	0.0045975	0.8542814000000001	304.427	4.2454	2	80.06	41.833999999999996	87.0795	40.461999999999996	2	3	0	20	0
2-(3-Hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzoxathiine (15a)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CSc2c(O1)cccc2	COc1ccc(cc1O)C1CSc2c(O1)cccc2	True	1946	0.13699999999999998	8.672	1.0	0.0008675000000000001	-4.493	0.0	0.0	63.99	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0	16.0	0.0	16.0	2.0	19.0	29.979	9.078	12.607000000000001	6.949	3.657	-4.553999999999999	-5.218999999999999	2983.3959999999997	0.043	2745.708	-1.374	0.368	0.868	516.481	144.935	54.96	274.381	42.205	869.482	1.0	2.75	0.005324499999999999	0.8530033000000001	274.3349	3.5024	2	63.99	42.001000000000005	75.8988	36.264	2	3	1	19	0
2-(3-Hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzodithiine (15b)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CSc2c(S1)cccc2	COc1ccc(cc1O)C1CSc2c(S1)cccc2	True	2092	0.55	8.619	1.0	0.0007575	-4.915	0.0	0.0	80.06	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	2.0	16.0	0.0	16.0	2.0	19.0	30.842	9.415	12.879000000000001	6.669	4.0	-4.922	-5.187	2985.657	0.102	3732.492	-1.4080000000000001	0.479	0.823	526.472	140.494	54.926	264.57099999999997	66.482	893.398	1.0	2.5	0.0047486	0.8520921	290.4005	4.0606	2	80.06	40.334	82.3421	38.626999999999995	2	3	1	19	0
2-(3-Hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzoxathiin-6-ol (15d)	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1CSc2c(O1)ccc(c2)O	COc1ccc(cc1O)C1CSc2c(O1)ccc(c2)O	True	795	0.201	8.632	0.0	0.0018024999999999998	-4.4510000000000005	0.0	0.0	84.22	3.0	96.844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	4.0	16.0	0.0	16.0	2.0	20.0	29.85	9.599	14.59	9.049	2.9019999999999997	-4.237	-5.111000000000001	903.8989999999999	-0.532	754.922	-2.434	0.18100000000000002	1.268	529.008	144.789	109.647	232.407	42.165	892.326	2.0	3.5	0.0093567	0.8473280000000001	290.3343	3.235	2	84.22	47.668	77.5929	36.900999999999996	2	3	1	20	0
2-(3-Hydroxy-4-methylthiophenyl)-2,3-dihydro-1,4-benzoxathiin-6-ol (15e)	Tasteless	Rojas et al. (2017)	CSc1ccc(cc1O)C1CSc2c(O1)ccc(c2)O	CSc1ccc(cc1O)C1CSc2c(O1)ccc(c2)O	False	1788	0.54	8.73	0.0	0.004076099999999999	-4.8580000000000005	0.0	0.0	100.29	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	3.0	16.0	0.0	16.0	2.0	20.0	31.421999999999997	10.152000000000001	15.15	8.776	3.4930000000000003	-4.811	-5.227	1261.435	-0.306	1789.66	-2.144	0.318	1.9480000000000002	548.374	137.101	94.383	234.85299999999998	82.037	931.0089999999999	2.0	3.25	0.0083815	0.8408599	306.3999	3.7932	2	100.29	46.001000000000005	84.0362	39.264	2	3	1	20	0
Sulfone	Sweet	Rojas et al. (2017)	COc1ccc(cc1O)C1Oc2ccccc2S(=O)(=O)C1	COc1ccc(cc1O)C1Oc2ccccc2S(=O)(=O)C1	True	1268	0.5920000000000001	9.057	-1.0	0.014626599999999998	-3.739	0.0	0.0	81.21	3.0	86.01700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	5.0	16.0	0.0	16.0	3.0	21.0	31.713	9.718	15.460999999999999	10.919	1.8090000000000002	-3.583	-5.266	511.351	-0.8170000000000001	240.632	-2.8960000000000004	-0.163	3.658	537.948	136.857	135.736	265.019	0.336	915.046	1.0	6.25	0.0116182	0.8473324000000001	306.3337	2.4866	2	81.21	55.085	76.7469	37.102	2	3	1	21	0
Haematoxylin	Sweet	Rojas et al. (2017)	Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O	Oc1cc2CC3(C(c2cc1O)c1ccc(c(c1OC3)O)O)O	True	1483	0.013999999999999999	8.798	-2.0	0.0110894	-3.951	1.0	0.0	110.38	2.0	60.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	7.0	6.0	17.0	0.0	17.0	4.0	22.0	26.587	10.232999999999999	18.825	14.299000000000001	0.615	-2.5069999999999997	-4.2669999999999995	48.836999999999996	-1.845	18.926	-4.968	-0.348	3.089	498.726	97.762	243.293	157.671	0.0	860.7130000000001	5.0	4.5	0.020176	0.8774216	302.2788	1.5904	0	110.38	60.419	76.3349	36.236	2	4	2	22	0
