name	orig_taste	reference	smiles	can-smiles	In Bitter Domain	taste	orig_idx	EA(eV)	IP(eV)	CNS	dip^2/V	CIQPlogS	RuleOfThree	RuleOfFive	PSA	HumanOralAbsorption	PercentHumanOralAbsorption	SAfluorine	SAamideO	#stars	#amine	#amidine	#acid	#amide	#rotor	#rtvFG	#metab	#NandO	#ringatoms	#in34	#in56	#noncon	#nonHatm	QPpolrz	QPlogPC16	QPlogPoct	QPlogPw	QPlogPo/w	QPlogS	QPlogHERG	QPPCaco	QPlogBB	QPPMDCK	QPlogKp	QPlogKhsa	dipole	SASA	FOSA	FISA	PISA	WPSA	volume	donorHB	accptHB	ACxDN^.5/SA	glob	MW	AlogP	RB	PSA	Estate	MR	Polar	Num aromatic rings	RingCount	ChiralCenterCount	HeavyAtomCount	Total charge
ferulic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)/C=C/c1cc(OC)c(O)cc1	CCOC(=O)/C=C/c1ccc(c(c1)OC)O	1.0	True	659	0.7659999999999999	8.868	-1.0	0.0027397	-2.7089999999999996	0.0	0.0	55.76	3.0	91.809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	4.0	6.0	0.0	6.0	0.0	16.0	23.886	7.534	10.549000000000001	6.228	2.258	-3.3689999999999998	-4.965	767.717	-0.941	371.76300000000003	-2.639	-0.09300000000000001	1.495	510.70099999999996	262.085	117.125	131.491	0.0	815.503	1.0	3.5	0.0068533000000000005	0.8265746999999999	222.2372	2.1115	5	55.76	42.168	60.7343	26.513	1	1	0	16	0
protocatechuic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)c1cc(O)c(O)cc1	CCOC(=O)c1ccc(c(c1)O)O	1.0	True	1069	0.45899999999999996	9.145	-2.0	0.0034301	-1.932	0.0	0.0	66.76	3.0	76.845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	4.0	6.0	0.0	6.0	0.0	13.0	18.585	6.504	10.517999999999999	8.112	0.909	-2.006	-4.204	309.383	-1.0759999999999998	139.19899999999998	-3.641	-0.447	1.4980000000000002	418.787	140.849	158.748	119.19	0.0	653.8919999999999	2.0	3.5	0.0118192	0.8699800999999999	182.1733	1.4994	3	66.76	38.668	45.7217	21.2	1	1	0	13	0
syringic acid ethyl ester	Bitter	Bitter-New	CCOC(=O)c1cc(OC)c(O)c(c1)OC	CCOC(=O)c1cc(OC)c(c(c1)OC)O	1.0	True	26	0.382	9.003	-1.0	0.0225554	-2.521	0.0	0.0	64.99	3.0	90.54799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	3.0	5.0	6.0	0.0	6.0	0.0	16.0	22.743000000000002	6.76	10.753	6.531000000000001	1.7790000000000001	-2.863	-4.213	936.378	-0.735	460.778	-2.844	-0.244	4.22	486.152	325.328	108.03	52.794	0.0	789.698	1.0	4.25	0.008742100000000001	0.8498979999999999	226.2259	1.734	5	64.99	43.335	56.95399999999999	25.506999999999998	1	1	0	16	0
	Non-bitter	UNIMI	[O-]C(=O)c1cccc(c12)O[C@H](CO2)c(cc3)cc(O)c3OC	COc1ccc(cc1O)[C@H]1COc2c(O1)cccc2C(=O)[O-]	1.0	False	2503	0.579	9.149	-1.0	0.0464266	-4.165	0.0	0.0	88.05	3.0	76.938	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	6.0	16.0	0.0	16.0	2.0	22.0	30.671	9.847000000000001	16.336	10.795	2.545	-3.687	-3.1180000000000003	91.31700000000001	-0.99	47.343999999999994	-3.2119999999999997	-0.149	6.511	530.122	146.72799999999998	151.74	231.65400000000002	0.0	913.0060000000001	2.0	5.0	0.013338599999999999	0.8585618	301.2708	1.8708	3	88.05	61.001999999999995	73.9361	35.709	2	3	1	22	-1
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1\C=C\C=C(/C2=O)[C@H](c(cc3)cc(O)c3OC)Oc(c24)cccc4	COc1ccc(cc1O)[C@@H]1Oc2ccccc2C(=O)/C/1=C\C=C\c1ccc(cc1)[N+](=O)[O-]	1.0	False	1755	1.7	9.138	-2.0	0.059611300000000006	-7.105	1.0	0.0	98.9	1.0	94.176	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	7.0	22.0	0.0	22.0	1.0	32.0	46.218	15.206	20.79	10.862	4.581	-6.808	-7.263	181.0	-1.8880000000000001	77.98100000000001	-2.67	0.855	8.856	748.275	123.43799999999999	183.299	441.538	0.0	1315.586	1.0	5.25	0.0070161	0.7759795	429.4215	5.0899	5	98.9	82.336	121.2941	54.776	3	4	1	32	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1C(=O)Nc2c(O)c(OC)ccc2[C@@H](OC3)Sc(c34)cccc4	COc1ccc(c(c1O)NC(=O)c1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	1610	1.422	8.93	-2.0	0.0641799	-6.391	2.0	0.0	136.23	3.0	90.262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	8.0	22.0	0.0	22.0	2.0	31.0	45.285	14.600999999999999	23.095	14.13	3.486	-5.919	-6.718999999999999	249.55200000000002	-1.479	140.69299999999998	-2.793	0.424	9.042	716.9010000000001	144.721	168.59	384.327	19.262999999999998	1273.837	2.0	7.2	0.014203299999999999	0.7927113	438.4531	4.1729	5	136.23	80.169	116.6497	54.006	3	4	1	31	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1\C=C\c2c(O)c(OC)ccc2[C@@H](OC3)Sc(c34)cccc4	COc1ccc(c(c1O)/C=C/c1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	1073	1.218	8.855	-1.0	0.089488	-7.1	1.0	0.0	107.13	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	6.0	22.0	0.0	22.0	2.0	30.0	40.673	12.84	18.957	9.005	4.378	-5.332000000000001	-5.355	550.851	-0.935	381.75699999999995	-2.31	0.706	10.335999999999999	637.707	170.543	132.328	304.286	30.549	1193.735	1.0	4.7	0.0073701999999999995	0.8533931999999999	421.4657	5.3744	5	107.13	73.002	118.8496	54.211999999999996	3	4	1	30	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1\C=C\Cc2c(O)c(OC)ccc2[C@@H](OC3)Sc(c34)cccc4	COc1ccc(c(c1O)C/C=C/c1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	340	1.3330000000000002	8.821	-2.0	0.0458918	-7.388999999999999	2.0	1.0	107.13	1.0	92.795	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	6.0	22.0	0.0	22.0	2.0	31.0	46.1	14.552999999999999	20.182000000000002	9.843	5.148	-6.9270000000000005	-6.736000000000001	523.783	-1.161	333.43699999999995	-2.039	0.998	7.747999999999999	728.17	175.899	134.636	393.49800000000005	24.138	1308.07	1.0	4.7	0.0064545	0.7943644	435.4922	5.8306	6	107.13	74.502	123.4506	56.047	3	4	1	31	0
	Non-bitter	UNIMI	COc(c1N)ccc(c1)[C@@H](OC2)Sc(c23)cccc3	COc1ccc(cc1N)[C@H]1OCc2c(S1)cccc2	1.0	False	2026	0.091	7.925	0.0	0.0009708999999999999	-4.0	1.0	0.0	69.78	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	3.0	16.0	0.0	16.0	2.0	19.0	30.081999999999997	9.171	13.992	8.889	3.0389999999999997	-4.106	-5.211	2573.881	-0.047	2034.0	-1.5090000000000001	0.138	0.9209999999999999	518.024	153.80100000000002	61.722	271.43	31.07	872.768	1.5	3.95	0.0093388	0.8526041	273.3501	3.0146	2	69.78	40.001	79.0764	36.978	2	3	1	19	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1NC(=O)Nc2c(OC)ccc(c2)[C@@H](OC3)Sc(c34)cccc4	COc1ccc(cc1NC(=O)Nc1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	2706	1.172	8.728	-2.0	0.08508210000000001	-6.212000000000001	2.0	0.0	128.03	1.0	89.35799999999999	0.0	19.759	0.0	0.0	0.0	0.0	1.0	4.0	0.0	7.0	8.0	22.0	0.0	22.0	2.0	31.0	47.086999999999996	15.11	23.305	14.770999999999999	3.605	-6.47	-5.879	203.09	-1.439	189.325	-2.678	0.418	10.507	750.821	153.3	161.439	406.664	29.419	1297.495	2.0	5.95	0.0112072	0.7662416999999999	437.4684	5.2933	5	128.03	77.002	121.6955	54.72	3	4	1	31	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1NC(=O)Oc2c(O)cc(cc2)[C@@H](OC3)Sc(c34)cccc4	O=C(Oc1ccc(cc1O)[C@H]1OCc2c(S1)cccc2)Nc1ccc(cc1)[N+](=O)[O-]	1.0	False	2286	1.208	8.868	-2.0	0.093725	-6.207999999999999	1.0	0.0	136.23	3.0	85.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	8.0	22.0	0.0	22.0	2.0	30.0	44.315	14.635	23.253	14.47	3.217	-5.961	-6.959	155.47899999999998	-1.641	97.945	-3.159	0.382	10.714	701.9689999999999	59.641999999999996	190.25900000000001	420.972	31.095	1224.8039999999999	2.0	6.95	0.014001699999999999	0.7886633000000001	424.4265	5.2172	5	136.23	78.502	113.1958	52.17100000000001	3	4	1	30	0
	Non-bitter	UNIMI	COc1c(O)cc(cc1)[C@@H](C(=O)C2)Oc(c23)cccc3	COc1ccc(cc1O)[C@@H]1Oc2ccccc2CC1=O	1.0	False	2383	0.04	8.817	0.0	0.023018900000000002	-3.8510000000000004	0.0	0.0	55.76	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	4.0	4.0	16.0	0.0	16.0	2.0	20.0	30.22	9.124	13.797	8.704	2.647	-3.945	-5.257000000000001	1182.399	-0.455	592.924	-2.158	0.10800000000000001	4.49	520.552	149.701	97.346	273.504	0.0	875.717	1.0	4.25	0.008164399999999999	0.8503745	270.28	2.5598	2	55.76	48.835	73.336	35.185	2	3	1	20	0
	Non-bitter	UNIMI	COc(c([O-])c1)cc([N+]([O-])=O)c1[C@@H](OC2)Sc(c23)cccc3	COc1cc([N+](=O)[O-])c(cc1[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	2292	0.9490000000000001	8.769	-1.0	0.0253778	-4.659	1.0	0.0	109.96	3.0	90.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	6.0	16.0	0.0	16.0	2.0	22.0	31.108	9.74	14.591	8.967	2.515	-3.949	-4.961	509.51099999999997	-0.81	292.64099999999996	-2.908	0.11	4.84	534.786	147.744	135.901	234.983	16.159000000000002	923.148	1.0	4.7	0.0087886	0.8573656	318.3245	2.7104	3	109.96	60.668	81.117	37.06	2	3	1	22	-1
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1NC(=O)Oc2c(OC)ccc(c2)[C@@H](OC3)Sc(c34)cccc4	COc1ccc(cc1OC(=O)Nc1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	2134	1.22	8.817	-2.0	0.0645448	-6.5329999999999995	1.0	0.0	125.23	1.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	6.0	8.0	22.0	0.0	22.0	2.0	31.0	46.63399999999999	14.591	21.926	12.665999999999999	4.013999999999999	-6.504	-7.035	426.26800000000003	-1.185	285.714	-2.36	0.5489999999999999	9.112	733.6510000000001	153.786	144.07	406.249	29.546	1286.268	1.0	6.95	0.009473200000000001	0.7796444	438.4531	5.4682	6	125.23	78.002	117.9649	54.006	3	4	1	31	0
	Non-bitter	UNIMI	c1ccccc1NC(=O)Oc2c(OC)ccc(c2)[C@@H](OC3)Sc(c34)cccc4	COc1ccc(cc1OC(=O)Nc1ccccc1)[C@H]1OCc2c(S1)cccc2	1.0	False	1726	0.332	8.693999999999999	0.0	0.0039689	-6.023	1.0	0.0	82.09	1.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	5.0	22.0	0.0	22.0	2.0	28.0	44.896	13.569	19.625999999999998	11.544	4.7	-6.361000000000001	-7.121	3585.485	-0.04	2851.587	-0.451	0.606	2.194	694.725	153.753	46.541000000000004	464.98	29.451999999999998	1212.778	1.0	5.95	0.0085645	0.7916616	393.4556	5.5738	5	82.09	62.335	110.6402	52.46	3	4	1	28	0
	Non-bitter	UNIMI	CCNC(=O)Oc1c(OC)ccc(c1)[C@@H](OC2)Sc(c23)cccc3	CCNC(=O)Oc1cc(ccc1OC)[C@H]1OCc2c(S1)cccc2	1.0	False	2001	0.249	8.607000000000001	0.0	0.0162228	-4.695	0.0	0.0	82.09	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	5.0	16.0	0.0	16.0	2.0	24.0	38.129	10.970999999999998	17.184	10.03	3.71	-5.192	-5.751	3273.0759999999996	-0.053	2576.27	-1.245	0.29600000000000004	4.209	628.2919999999999	286.72900000000004	50.716	261.632	29.214000000000002	1092.215	1.0	5.95	0.0094701	0.8163486999999999	345.4128	4.0681	5	82.09	54.168	93.8298	43.206	2	3	1	24	0
	Non-bitter	UNIMI	COc(cc1)ccc1[C@@H](OC2)Sc(c23)cccc3	COc1ccc(cc1)[C@H]1OCc2c(S1)cccc2	1.0	False	804	0.195	8.641	-1.0	0.0023425	-3.9930000000000003	0.0	0.0	43.76	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2.0	16.0	0.0	16.0	2.0	18.0	29.683000000000003	8.389	10.970999999999998	5.733	3.7	-3.9930000000000003	-5.171	9906.038	-0.85	8535.634	-0.322	0.21600000000000003	1.4	495.217	153.241	0.0	312.689	29.287	836.893	0.0	2.95	0.0	0.8672603000000001	258.3355	3.7612	2	43.76	36.334	74.376	35.626999999999995	2	3	1	18	0
	Non-bitter	UNIMI	c1cccc(c12)S[C@H](OC2)c3cc(O)ccc3	Oc1cccc(c1)[C@H]1OCc2c(S1)cccc2	1.0	False	2679	0.317	8.71	1.0	0.0095825	-3.813	0.0	0.0	54.76	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2.0	16.0	0.0	16.0	2.0	17.0	27.829	8.627	12.175999999999998	7.63	3.092	-3.858	-5.228	3000.1	0.096	2401.396	-1.274	0.155	2.7460000000000004	474.585	60.106	54.705	328.671	31.104	786.752	1.0	2.95	0.006215999999999999	0.8684459999999999	244.3089	3.5102	1	54.76	36.834	69.6069	33.792	2	3	1	17	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1NC(=O)Oc(ccc2)cc2[C@@H](OC3)Sc(c34)cccc4	O=C(Nc1ccc(cc1)[N+](=O)[O-])Oc1cccc(c1)[C@H]1OCc2c(S1)cccc2	1.0	False	1981	1.276	8.796	-2.0	0.08118910000000001	-6.226	1.0	0.0	116.0	1.0	96.37100000000001	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	7.0	22.0	0.0	22.0	2.0	29.0	44.48	14.137	21.154	12.395999999999999	3.886	-6.2410000000000005	-7.0889999999999995	405.32199999999995	-1.102	275.373	-2.327	0.5329999999999999	9.89	692.552	60.357	146.378	454.876	30.941	1204.7939999999999	1.0	6.2	0.0089524	0.7906569999999999	408.4271	5.4846	5	116.0	72.835	111.5017	51.534	3	4	1	29	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1C(=O)COc2c(OC)ccc(c2)[C@@H](OC3)Sc(c34)cccc4	COc1ccc(cc1OCC(=O)c1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(S1)cccc2	1.0	False	90	1.808	8.802999999999999	-2.0	0.027824599999999998	-6.445	2.0	0.0	113.2	3.0	100.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	7.0	22.0	0.0	22.0	2.0	31.0	46.052	14.482999999999999	19.546	10.434000000000001	4.136	-5.962999999999999	-6.99	417.785	-1.32	285.907	-2.242	0.36700000000000005	6.032	743.7460000000001	177.578	144.991	389.856	31.322	1307.722	0.0	6.7	0.0	0.7775901999999999	437.4651	4.8951	7	113.2	77.002	118.0656	54.49	3	4	1	31	0
	Non-bitter	UNIMI	c1cc([N+]([O-])=O)ccc1NC(=O)Oc2c(OC)ccc(c2)[C@@H](OC3)Oc(c34)cccc4	COc1ccc(cc1OC(=O)Nc1ccc(cc1)[N+](=O)[O-])[C@H]1OCc2c(O1)cccc2	1.0	False	493	1.205	9.378	-2.0	0.0823293	-6.105	1.0	0.0	109.16	3.0	95.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	9.0	22.0	0.0	22.0	2.0	31.0	45.588	14.196	21.805999999999997	12.970999999999998	3.627	-6.08	-7.104	428.597	-1.255	197.988	-2.3040000000000003	0.418	10.172	722.4	157.982	143.821	420.597	0.0	1256.719	1.0	7.2	0.0099668	0.7796137	422.3875	4.91	6	109.16	79.669	111.5216	51.643	3	4	1	31	0
	Non-bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@H](C([O-])=O)Cc1ccccc1	[NH3+][C@H](C(=O)[O-])C[C@H](C(=O)[O-])Cc1ccccc1	1.0	False	2079	-0.004	9.862	-2.0	0.0921472	-1.314	1.0	0.0	107.9	1.0	24.734	0.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	5.0	5.0	6.0	0.0	6.0	0.0	17.0	22.655	9.413	17.249000000000002	12.797	-0.875	-1.188	-1.205	1.454	-1.2409999999999999	0.759	-6.212000000000001	-0.8490000000000001	8.519	459.961	58.331	214.851	186.77900000000002	0.0	787.6139999999999	4.0	5.0	0.021741	0.8967120999999999	236.2439	-1.4401	6	107.9	55.667	54.1801	26.392	1	1	2	17	-1
	Non-bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@H](C([O-])=O)Cc(c1)ccc(c12)cccc2	[O-]C(=O)[C@@H](C[C@@H](C(=O)[O-])[NH3+])Cc1ccc2c(c1)cccc2	1.0	False	1183	0.782	8.764	-2.0	0.07924160000000001	-2.436	1.0	0.0	107.9	1.0	32.551	0.0	0.0	0.0	1.0	0.0	2.0	0.0	7.0	0.0	5.0	5.0	10.0	0.0	10.0	0.0	21.0	28.974	11.029000000000002	19.291	13.345999999999998	0.09	-2.225	-1.98	1.922	-1.2429999999999999	1.026	-5.734	-0.562	8.58	529.804	72.16199999999999	202.078	255.56400000000002	0.0	929.0830000000001	4.0	5.0	0.018874900000000003	0.8691325000000001	286.3025	-0.5317	6	107.9	63.001000000000005	70.6303	34.75	2	2	2	21	-1
	Non-bitter	UNIMI	NC(=[NH2+])N[C@H](C([O-])=O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@@H](NC(=[NH2+])N)Cc1c[nH]c2c1cccc2	1.0	False	2117	0.152	8.316	-2.0	0.0066158	-2.995	1.0	1.0	119.56	2.0	41.967	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	3.0	6.0	9.0	0.0	9.0	0.0	18.0	24.579	9.934	17.76	13.655999999999999	1.179	-2.187	-2.759	15.057	-1.785	6.747999999999999	-6.691	-0.599	2.299	476.64300000000003	35.330999999999996	234.28799999999998	207.024	0.0	798.7510000000001	5.25	3.25	0.0156232	0.8734663	246.2652	-1.8679	5	119.56	46.168	61.494	30.303	2	2	1	18	0
	Non-bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])CC(=O)N[C@H](C([O-])=O)Cc1c[nH]c(c12)cccc2	O=C(C[C@@H](C(=O)[O-])[NH3+])N[C@H](C(=O)[O-])Cc1c[nH]c2c1cccc2	1.0	False	325	0.048	8.41	-2.0	0.19034260000000003	-2.073	1.0	1.0	152.79	1.0	0.0	0.0	15.187999999999999	1.0	1.0	0.0	2.0	1.0	8.0	0.0	6.0	8.0	9.0	0.0	9.0	0.0	23.0	29.939	11.668	22.123	15.607000000000001	-1.186	-2.022	-0.8	0.23199999999999998	-2.229	0.141	-7.401	-0.9309999999999999	13.685	570.156	89.661	286.07	194.425	0.0	983.847	4.25	5.75	0.020790700000000002	0.8390536	318.3046	-2.8346	7	152.79	72.668	72.4493	34.873000000000005	2	2	2	23	-1
	Non-bitter	UNIMI	N#Cc1ccc(cc1)C(=O)N[C@H](C([O-])=O)Cc2c[nH]c(c23)cccc3	N#Cc1ccc(cc1)C(=O)N[C@H](C(=O)[O-])Cc1c[nH]c2c1cccc2	1.0	False	2137	0.909	8.347000000000001	-2.0	0.012121	-5.732	1.0	0.0	108.81	2.0	65.751	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	6.0	15.0	0.0	15.0	0.0	25.0	34.371	12.154000000000002	18.052	11.974	2.736	-5.0089999999999995	-3.7560000000000002	18.757	-1.89	8.556000000000001	-3.947	-0.036000000000000004	3.537	584.389	39.666	224.226	320.496	0.0	1032.402	2.25	5.25	0.0134756	0.8453358	332.3328	1.5131	6	108.81	69.002	88.5706	42.433	3	3	1	25	-1
	Non-bitter	UNIMI	NC(=[NH2+])N[C@@H](C([O-])=O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@H](NC(=[NH2+])N)Cc1c[nH]c2c1cccc2	1.0	False	959	0.147	8.299	-2.0	0.0065565	-2.995	1.0	1.0	119.56	2.0	41.99100000000001	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	3.0	6.0	9.0	0.0	9.0	0.0	18.0	24.573	9.933	17.758	13.654000000000002	1.179	-2.184	-2.755	15.100999999999999	-1.7830000000000001	6.769	-6.689	-0.599	2.2880000000000003	476.46	35.366	234.15599999999998	206.938	0.0	798.637	5.25	3.25	0.0156292	0.8737195	246.2652	-1.8679	5	119.56	46.168	61.494	30.303	2	2	1	18	0
	Non-bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@@](C([O-])=O)(O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@H](C[C@](C(=O)[O-])(Cc1c[nH]c2c1cccc2)O)[NH3+]	1.0	False	20	-0.27899999999999997	8.06	-2.0	0.07314810000000001	-2.05	1.0	1.0	143.92	1.0	3.397	0.0	0.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0	5.0	7.0	9.0	0.0	9.0	0.0	21.0	25.43	10.937999999999999	21.436999999999998	16.559	-1.236	-1.145	-1.213	0.65	-1.6130000000000002	0.318	-6.805	-0.917	7.994	493.541	57.555	251.757	184.229	0.0	873.5889999999999	6.0	5.75	0.0285378	0.8954610000000001	291.2793	-2.6567	6	143.92	67.418	66.0688	32.238	2	2	2	21	-1
	Non-bitter	UNIMI	[O-]C(=O)[C@H]([NH3+])C[C@](C([O-])=O)(O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@@H](C[C@@](C(=O)[O-])(Cc1c[nH]c2c1cccc2)O)[NH3+]	1.0	False	2181	-0.011000000000000001	8.321	-2.0	0.0843266	-2.05	1.0	1.0	143.92	1.0	6.132000000000001	0.0	0.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0	5.0	7.0	9.0	0.0	9.0	0.0	21.0	25.744	10.927999999999999	21.636	16.558	-1.12	-1.23	-1.3840000000000001	0.847	-1.547	0.423	-6.547000000000001	-0.917	8.61	499.93800000000005	66.43	239.62099999999998	193.888	0.0	879.137	6.0	5.75	0.0281726	0.8877417999999999	291.2793	-2.6567	6	143.92	67.418	66.0688	32.238	2	2	2	21	-1
	Non-bitter	UNIMI	[O-]C(=O)[C@@H]([NH3+])C[C@](C([O-])=O)(O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@H](C[C@@](C(=O)[O-])(Cc1c[nH]c2c1cccc2)O)[NH3+]	1.0	False	120	0.006	8.291	-2.0	0.0294726	-2.05	1.0	1.0	143.92	1.0	0.885	0.0	0.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0	5.0	7.0	9.0	0.0	9.0	0.0	21.0	26.031	11.097000000000001	21.066999999999997	16.788	-1.2819999999999998	-1.401	-1.694	0.48700000000000004	-1.855	0.23199999999999998	-7.001	-0.929	5.1080000000000005	512.681	49.854	264.974	197.85299999999998	0.0	885.3560000000001	6.0	5.75	0.027472399999999998	0.8697531999999999	291.2793	-2.6567	6	143.92	67.418	66.0688	32.238	2	2	2	21	-1
	Non-bitter	UNIMI	[O-]C(=O)[C@H]([NH3+])C[C@@](C([O-])=O)(O)Cc1c[nH]c(c12)cccc2	[O-]C(=O)[C@@H](C[C@](C(=O)[O-])(Cc1c[nH]c2c1cccc2)O)[NH3+]	1.0	False	2201	-0.031	8.296	-2.0	0.033176199999999996	-2.05	1.0	1.0	143.92	1.0	5.08	0.0	0.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0	5.0	7.0	9.0	0.0	9.0	0.0	21.0	25.765	10.997	20.985	16.548	-1.1420000000000001	-1.175	-1.218	0.752	-1.5530000000000002	0.37200000000000005	-6.667000000000001	-0.9009999999999999	5.406000000000001	495.79	62.224	245.074	188.49200000000002	0.0	880.9580000000001	6.0	5.75	0.028408299999999997	0.8964037	291.2793	-2.6567	6	143.92	67.418	66.0688	32.238	2	2	2	21	-1
	Non-bitter	UNIMI	CC(=O)OC(C)(C)[C@H](C1)Oc(c12)cc3c(c2)cc(c(=O)o3)C(C)(C)C=C	C=CC(c1cc2cc3C[C@H](Oc3cc2oc1=O)C(OC(=O)C)(C)C)(C)C	1.0	False	1163	0.865	9.096	0.0	0.0368889	-4.857	0.0	0.0	65.74	3.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	5.0	13.0	0.0	13.0	2.0	26.0	40.12	10.825999999999999	16.172	7.121	3.964	-5.327000000000001	-5.086	1552.1660000000002	-0.516	795.668	-2.21	0.49	6.617999999999999	660.179	436.15	84.885	139.144	0.0	1187.255	0.0	5.25	0.0	0.8213582	356.4123	3.9866	5	65.74	62.501999999999995	96.9734	42.643	2	3	1	26	0
	Non-bitter	UNIMI	c1c(O)ccc(c1C([O-])=O)NC(=O)/C=C/c2cc(OC)c(O)cc2	COc1cc(/C=C/C(=O)Nc2ccc(cc2C(=O)[O-])O)ccc1O	1.0	False	2043	0.731	8.644	-2.0	0.0196496	-4.242	1.0	0.0	118.92	2.0	57.731	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	3.0	7.0	12.0	0.0	12.0	0.0	24.0	31.94	11.798	18.477999999999998	12.819	2.075	-3.786	-3.917	10.997	-2.427	4.803999999999999	-4.473	-0.293	4.481	603.5419999999999	110.34700000000001	248.68	244.515	0.0	1021.8860000000001	3.0	5.75	0.0165014	0.8129415	328.2962	1.3512	5	118.92	72.336	83.8884	38.926	2	2	0	24	-1
	Non-bitter	UNIMI	c1cccc(c1C([O-])=O)NC(=O)/C=C/c2ccccc2	O=C(Nc1ccccc1C(=O)[O-])/C=C/c1ccccc1	1.0	False	1889	0.736	8.905	-2.0	0.0152995	-3.96	0.0	0.0	69.23	3.0	83.82600000000001	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	1.0	4.0	12.0	0.0	12.0	0.0	20.0	30.184	10.33	13.512	8.355	3.359	-4.338	-4.194	119.95200000000001	-1.067	63.578	-2.2680000000000002	0.011000000000000001	3.7060000000000004	538.446	19.296	139.248	379.901	0.0	897.57	1.0	3.5	0.006500199999999999	0.8357344999999999	266.2714	1.9024	4	69.23	55.835	74.03699999999999	35.18	2	2	0	20	-1
